"email","quality","result","free","role"
"admin@kiddiwinks-nursery.co.uk","good","ok","no","yes"
"admin@kidsrkids.co.uk","bad","invalid","no","yes"
"admin@kingshill.herts.sch.uk","good","ok","no","yes"
"admin@ladybirdsnursery.com","good","ok","no","yes"
"admin@lambleydaynursery.com","good","ok","no","yes"
"admin@letsstartwell.co.uk","good","ok","no","yes"
"admin@limetreealton.co.uk","good","ok","no","yes"
"admin@littleangelsealing.co.uk","good","ok","no","yes"
"admin@littleblossomsblackpool.co.uk","good","ok","no","yes"
"admin@littledreamersblackpool.co.uk","good","ok","no","yes"
"admin@littlefeetnursery.co.uk","good","ok","no","yes"
"admin@littlegemsdaynursery.co.uk","good","ok","no","yes"
"admin@littleknucklesnursery.co.uk","good","ok","no","yes"
"admin@littlemarketnursery.co.uk","good","ok","no","yes"
"admin@littlemedaynurseries.co.uk","good","ok","no","yes",""
"admin@littlemunchkinsmontessori.co.uk","good","ok","no","yes"
"admin@littlepicklesnursery.com","good","ok","no","yes"
"admin@ltlt.co.uk","bad","invalid","no","yes"
"admin@lubavitchcc.uk","good","ok","no","yes"
"admin@micklem.herts.sch.uk","good","ok","no","yes"
"admin@millenniumfirststeps.com","good","ok","no","yes"
"admin@nashmills.herts.sch.uk","good","ok","no","yes"
"admin@nurserylesenfants.co.uk","good","ok","no","yes"
"admin@nurturehouse.co.uk","good","ok","no","yes"
"admin@orcharddaynurseries.co.uk","good","ok","no","yes"
"admin@orcharddaynursery.co.uk","risky","catch_all","no","yes"
"admin@peques.co.uk","good","ok","no","yes"
"admin@pioneersnursery.co.uk","good","ok","no","yes"
"admin@preciousjems.co.uk","good","ok","no","yes"
"admin@rainbowfriendschildcare.co.uk","risky","catch_all","no","yes"
"admin@rainbowschildcare.co.uk","good","ok","no","yes",""
"admin@sandridge.herts.sch.uk","good","ok","no","yes"
"admin@saplingsafterschoolclub.com","good","ok","no","yes"
"admin@smallworldmontessori.co.uk","good","ok","no","yes"
"admin@southhillsschool.com","risky","unknown","no","yes"
"admin@stadiumstars.co.uk","good","ok","no","yes"
"admin@steppingstonesmontessori.co.uk","risky","catch_all","no","yes"
"admin@steppingstonesnursery.co.uk","good","ok","no","yes"
"admin@sunflowers-day-nursery.co.uk","good","ok","no","yes"
"admin@sunnysidenursery.org","risky","unknown","no","yes"
"admin@superkidsclub.co.uk","good","ok","no","yes"
"admin@theacornnursery.co.uk","good","ok","no","yes"
"admin@theappletrust.org.uk","good","ok","no","yes"
"admin@theearlyyearsnursery.co.uk","good","ok","no","yes"
"admin@theholliespreschool.co.uk","bad","invalid","no","yes"
"admin@thehoneybees.co.uk","good","ok","no","yes"
"admin@thenursery.uk.com","good","ok","no","yes",""
"admin@theorchardnursery.co.uk","good","ok","no","yes"
"admin@therlc365.org","good","ok","no","yes"
"admin@thetownnursery.co.uk","bad","invalid","no","yes"
"admin@thevineyardnursery.co.uk","good","ok","no","yes"
"admin@thewendyhousenurseryltd.co.uk","good","ok","no","yes"
"admin@thorngrove.herts.sch.uk","good","ok","no","yes"
"admin@tictocnurseryschool.co.uk","good","ok","no","yes"
"admin@tiddlywinksnursery.co.uk","good","ok","no","yes"
"admin@tinystarsdaynursery.co.uk","risky","catch_all","no","yes"
"admin@toddlertownmontessori.co.uk","risky","catch_all","no","yes"
"admin@trianglehouse.co.uk","risky","catch_all","no","yes"
"admin@tysoechildrensgroup.co.uk","good","ok","no","yes"
"admin@uniquechild.co.uk","good","ok","no","yes"
"admin@walmgatedaynursery.co.uk","risky","catch_all","no","yes"
"admin@warrenchildcare.co.uk","bad","invalid","no","yes"
"admin@watlingview.herts.sch.uk","good","ok","no","yes"
"admin@wattonatstone.herts.sch.uk","good","ok","no","yes"
"admin@willowsfarmdaynursery.com","good","ok","no","yes"
"admin@wonderzonenursery.com","risky","catch_all","no","yes"
"admin@woodstnursery.co.uk","good","ok","no","yes"
"admin@worthpreschool.com","bad","invalid","no","yes"
"admin1@barracudas.co.uk","good","ok","no","no"
"admincl@littlediamondsltd.com","risky","catch_all","no","no"
"administrator@bonitots.co.uk","risky","catch_all","no","yes"
"admissions@culford.co.uk","good","ok","no","yes"
"admissions@ecoleduparc.co.uk","good","ok","no","yes"
"admissions@littlegrangenursery.co.uk","risky","catch_all","no","yes"
"admissions@luckybeanschildcare.co.uk","good","ok","no","yes"
"admissions@nottinghillnurseryschool.co.uk","risky","catch_all","no","yes"
"admissions@polamschool.co.uk","good","ok","no","yes"
"admissions@thekindergartens.co.uk","good","ok","no","yes"
"admissions@thenestdaynursery.com","good","ok","no","yes"
"admissions@westoxfordschool.co.uk","good","ok","no","yes"
"admissions@yumeschool.com","good","ok","no","yes"
"adswood.manager@kidsplanetdaynurseries.co.uk","good","ok","no","no"
"adventurersdaynursery@hotmail.co.uk","good","ok","yes","no"
"aedeki@hotmail.com","good","ok","yes","no"
"afawad@wmbchildcare.co.uk","bad","invalid","no","no"
"afchildcare@aol.com","good","ok","yes","no"
"aflahnursery1@gmail.com","good","ok","yes","no"
"agnes@chastonnursery.co.uk","good","ok","no","no"
"aheywood@cheldern.com","good","ok","no","no"
"ailsa.neville@millcottageschool.co.uk","risky","catch_all","no","no"
"ainsdale@kidsplanetdaynurseries.co.uk","good","ok","no","no"
"aishamarjan@hotmail.com","good","ok","yes","no"
"ajlittlewings@gmail.com","good","ok","yes","no"
"ajw938andy@hotmail.co.uk","good","ok","yes","no"
"akent.mph@gmail.com","good","ok","yes","no"
"alcester@tosn.co.uk","good","ok","no","no"
"aldersydedaynursery@hotmail.com","good","ok","yes","no"
"aldrington@youngsussex.co.uk","good","ok","no","no"
"alex@onceuponatime.org.uk","good","ok","no","no"
"alexandra@activemontessori.co.uk","good","ok","no","no"
"alex-walker@1ststepsdaynursery.co.uk","good","ok","no","no"
"alfreton@whitehousenurseries.co.uk","good","ok","no","no"
"ali@panda-nursery.co.uk","good","ok","no","no"
"alice@athertonhouse.co.uk","good","ok","no","no"
"alison.earlyexplorers@gmail.com","good","ok","yes","no"
"alison@hoppers-preschool.co.uk","risky","catch_all","no","no"
"alison@kiddycaredaynursery.co.uk","risky","catch_all","no","no"
"alistair.julie@hotmail.co.uk","good","ok","yes","no"
"allie.green@thegranarynurseryschool.co.uk","good","ok","no","no"
"allington@busybees.com","good","ok","no","no"
"allsmiles.pre-school@outlook.com","risky","unknown","yes","no"
"allsorts330@hotmail.co.uk","good","ok","yes","no"
"alphastepsnursery@yahoo.com","risky","unknown","yes","no"
"altofts.manager@kidsplanetdaynurseries.co.uk","good","ok","no","no"
"altom@tudorhousedaynursery.co.uk","good","ok","no","no"
"alvaston@whitehousenurseries.co.uk","good","ok","no","no"
"alvastonachieversdaynursery@hotmail.com","good","ok","yes","no"
"alverthorpe.grange@gmail.com","good","ok","yes","no"
"amabltd@btconnect.com","good","ok","no","no"
"amanda.cook45@yahoo.com","risky","unknown","yes","no"
"amanda.kidzstop@outlook.com","risky","unknown","yes","no"
"amanda_willis@talk21.com","good","ok","yes","no"
"amandaf@thearkexperience.co.uk","good","ok","no","no"
"amaryllisnursery@mail.com","good","ok","yes","no"
"amazinggraceltd@outlook.com","risky","unknown","yes","no"
"amber@ambernursery.co.uk","good","ok","no","no"
"amberhemming@me.co.uk","bad","invalid","no","no"
"amberjade.treetops@gmail.com","good","ok","yes","no"
"ambersattic@aol.com","good","ok","yes","no"
"ambrosenursery@btconnect.com","good","ok","no","no"
"amelia@cavendishlodgenursery.co.uk","good","ok","no","no"
"amie.mercer@adventure-hyndburn.co.uk","good","ok","no","no"
"amy.chahal@yahoo.co.uk","risky","unknown","yes","no"
"amy.thorne@familyfirstnurseries.com","good","ok","no","no"
"amy.ward@busybees.com","good","ok","no","no"
"amy@bunniesdaycare.co.uk","good","ok","no","no"
"anchordaynursery@hotmail.com","good","ok","yes","no"
"anchorsholme@kidsplanetdaynurseries.co.uk","good","ok","no","no"
"andover@littleworldnurseries.com","risky","catch_all","no","no"
"andrea@firtreesnurseryschool.co.uk","good","ok","no","no"
"andrea@paskalsnursery.com","risky","catch_all","no","no"
"andymatthews22@me.com","good","ok","yes","no"
"angela@nurturemarple.co.uk","good","ok","no","no"
"angelabibby2000@yahoo.co.uk","risky","unknown","yes","no"
"angelo@superstarsport.co.uk","good","ok","no","no"
"angels.nursery@btconnect.com","good","ok","no","no"
"anisaabshir@hotmail.com","good","ok","yes","no"
"anjum.earlydaysdaynursery@gmail.com","good","ok","yes","no"
"anna.biddlestone@tommieschildcare.co.uk","bad","invalid","no","no"
"anna.latham75@gmail.com","good","ok","yes","no",""
"anna.mckenzie@surestarthyndburn.co.uk","good","ok","no","no"
"annabellesnursery@gmail.com","good","ok","yes","no"
"anne.esaete@outlook.com","risky","unknown","yes","no"
"anne@woodstock-dn.co.uk","good","ok","no","no"
"anne-marie.smith@regentnursery.com","risky","catch_all","no","no"
"annemarie@manordaynurseries.co.uk","good","ok","no","no"
"annetterahman@msn.com","good","ok","yes","no"
"anouskas@oldmacdonaldsdaynursery.co.uk","good","ok","no","no"
"ansmanager@welearn365.com","good","ok","no","no"
"ant@reeley.com","risky","catch_all","no","no"
"anthony@mydaisynursery.com","good","ok","no","no"
"anya.navidski@albanurseries.uk","good","ok","no","no"
"appleblossomchildcarelimited@gmail.com","good","ok","yes","no"
"appledaycare@mail.com","good","ok","yes","no"
"appletree.daynursery@hotmail.co.uk","good","ok","yes","no"
"appletreedcenquiries@gmail.com","good","ok","yes","no"
"appylittleplumsltd@yahoo.co.uk","risky","unknown","yes","no"
"apsley@busybees.com","good","ok","no","no"
"aqsa_117@hotmail.com","good","ok","yes","no"
"archangels@ntlworld.com","bad","invalid","no","no"
"ardenhouse@chestnut-nursery.com","good","ok","no","no"
"ardington@busybees.com","good","ok","no","no"
"arikeaiyetigbo@hotmail.com","good","ok","yes","no"
"arlesey@bestnurseries.co.uk","good","ok","no","no"
"artemischildcare@btconnect.com","good","ok","no","no"
"artemishollington@btconnect.com","good","ok","no","no"
"asckidscape@aol.com","good","ok","yes","no"
"aseeya@ihsancc.org.uk","good","ok","no","no"
"ashbourne.centredirector@busybees.com","good","ok","no","no"
"ashby@storal.com","good","ok","no","no"
"ashcroft@rightstartdaynurseries.co.uk","good","ok","no","no"
"ashdown@kiddiecarenurseries.co.uk","good","ok","no","no"
"ashford.kennington@busybees.com","good","ok","no","no"
"ashford.manager@busybees.com","good","ok","no","no"
"ashingtonminors1@aol.com","good","ok","yes","no"
"ashmoor@justchildcare.co.uk","good","ok","no","no"
"ashmorepark.pg@cloudw.co.uk","good","ok","no","no"
"ashton.manager@skyhighachievers.co.uk","good","ok","no","no"
"ashton@children4most.co.uk","risky","catch_all","no","no"
"ashton@gummybearsnursery.org","good","ok","no","no"
"ashton@kidsplanetdaynurseries.co.uk","good","ok","no","no"
"ashton@littlegigglesnursery.co.uk","good","ok","no","no"
"ashtreedaynursery@outlook.com","risky","unknown","yes","no"
"ask@ticktocksbarnsley.co.uk","good","ok","no","yes"
"aspirenursery@ls2y.co.uk","good","ok","no","no"
"astarkidsnursery@gmail.com","good","ok","yes","no"
"astley@brighthorizons.com","good","ok","no","no"
"astleybridge.manager@kidsplanetdaynurseries.co.uk","good","ok","no","no"
"atdnltd@gmail.com","good","ok","yes","no"
"athersley@limetree-nursery.co.uk","risky","unknown","no","no"
"atiqchowdhry@yahoo.co.uk","risky","unknown","yes","no"
"atworth@snapdragonsnursery.com","risky","catch_all","no","no"
"audenshaw@kidsplanetdaynurseries.co.uk","good","ok","no","no"
"audenshaw@littlegigglesnursery.co.uk","good","ok","no","no"
"auntmarys1@hotmail.co.uk","good","ok","yes","no"
"avenue.day.nursery@outlook.com","risky","unknown","yes","no"
"avenuenursery@hotmail.co.uk","good","ok","yes","no"
"avonheath@kidslovenature.co.uk","good","ok","no","no"
"aylesbury@brightyoungthings.co.uk","bad","invalid","no","no"
"aysha.ravat@busybees.com","good","ok","no","no"
"babblebrooke@theearlyyearsacademy.co.uk","good","ok","no","no"
"babylambs@outlook.com","risky","unknown","yes","no"
"baddesley@hotmail.com","good","ok","yes","no"
"badgers@jancett.co.uk","good","ok","no","no"
"bahar.rahab1@gmail.com","good","ok","yes","no"
"bakewell@child1st.net","good","ok","no","no"
"baldertonvillagenursery@live.co.uk","good","ok","yes","no"
"balsall@pathwaysnursery.co.uk","good","ok","no","no"
"bamberbridge.centredirector@busybees.com","good","ok","no","no"
"bambinichildcareltd@yahoo.co.uk","risky","unknown","yes","no"
"bambinosnurserymcr@gmail.com","good","ok","yes","no"
"bampton@tosn.co.uk","good","ok","no","no"
"barbara.e.potts@hotmail.co.uk","good","ok","yes","no"
"barbara@themulberrybush.co.uk","bad","invalid","no","no"
"barford@brighthorizons.com","good","ok","no","no"
"barking.nursery@barneybears.co.uk","risky","catch_all","no","no"
"barleylane2009@hotmail.co.uk","good","ok","yes","no"
"barleymow@2ndhomechildcare.co.uk","good","ok","no","no"
"barncliffedaynursery@gmail.com","good","ok","yes","no"
"barnes@brighthorizons.com","good","ok","no","no"
"barneswallisnursery@gmail.com","good","ok","yes","no"
"barneylodge@storal.com","good","ok","no","no"
"barrass.a@sky.com","risky","catch_all","no","no"
"barrow.manager@kidsplanetdaynurseries.co.uk","good","ok","no","no"
"barrow@brighthorizons.com","good","ok","no","no"
"barrscourt.centredirector@busybees.com","good","ok","no","no"
"barton.comeragh@playdaysnurseries.co.uk","risky","catch_all","no","no"
"basingstoke@kiddicaru.com","good","ok","no","no"
"bath.admin@ateliernursery.co.uk","good","ok","no","no"
"bath@happydaysnurseries.com","good","ok","no","no"
"batley@firstforchildcare.com","good","ok","no","no"
"battersea@destinykidsnursery.com","good","ok","no","no"
"battersea@workingmumsdaycare.co.uk","good","ok","no","no"
"bavant@hopscotch.uk.com","good","ok","no","no"
"baytreehouse@beechesgroup.co.uk","good","ok","no","no"
"bbmoston@gmail.com","good","ok","yes","no"
"beachhill_post@outlook.com","risky","unknown","yes","no"
"beaconroad@brighthorizons.com","good","ok","no","no"
"beaconsfield@firstplacenurseries.com","good","ok","no","no"
"beagles@acorndaycare.co.uk","good","ok","no","no"
"beamont@kidsplanetdaynurseries.co.uk","good","ok","no","no"
"beanosclub@jancett.co.uk","good","ok","no","no"
"bearcubsdaynursery@outlook.com","risky","unknown","yes","no"
"beaufortpark@brighthorizons.com","good","ok","no","no"
"beckenham@brighthorizons.com","good","ok","no","no"
"beckford@countrypumpkinsnursery.co.uk","risky","catch_all","no","no"
"becki.zaffino@gmail.com","good","ok","yes","no"
"beckton@alphabethousenurseries.co.uk","good","ok","no","no"
"becktonnursery@gmail.com","good","ok","yes","no"
"becky@littlespudsdaynursery.co.uk","good","ok","no","no"
"becontree@childvillecentre.com","good","ok","no","no"
"bedeburn.kindergarten@yahoo.com","risky","unknown","yes","no"
"bedford.manager@busybees.com","good","ok","no","no"
"bedford@play2learndaynursery.co.uk","good","ok","no","no"
"bedfordelstow.manager@busybees.com","good","ok","no","no"
"beechesdaynurseryprestwich@gmail.com","good","ok","yes","no"
"beechwood@blueyonder.co.uk","bad","invalid","no","no"
"beechwoodchildcare@googlemail.com","bad","invalid","yes","no"
"beehivelane@kidsincnurseries.co.uk","good","ok","no","no"
"beesknees@completechildcare.co.uk","good","ok","no","no"
"beeston@alphabethouse.co.uk","good","ok","no","no"
"beeston@toddlersuni.co.uk","good","ok","no","no"
"bellingham@kindergartenforesthill.co.uk","good","ok","no","no"
"belper.altonmanor@busybees.com","good","ok","no","no"
"belsaydaycare@yahoo.co.uk","risky","unknown","yes","no"
"belsize@kerensnursery.com","good","ok","no","no"
"ben.gibbons@ymcaessex.org.uk","good","ok","no","no"
"ben@aktivacamps.com","good","ok","no","no"
"ben@millenniumminis.co.uk","risky","catch_all","no","no"
"benasangani@hotmail.com","good","ok","yes","no"
"berkhamsted@fledglingsnursery.com","risky","catch_all","no","no"
"berkhamsted@toadhall-nursery.co.uk","risky","catch_all","no","no"
"berkhamsted@tosn.co.uk","good","ok","no","no"
"bernardstreet@busybees.com","good","ok","no","no"
"bernie@chickywicks.co.uk","good","ok","no","no"
"berryce@hotmail.com","good","ok","yes","no"
"berwick.nursery@gmail.com","good","ok","yes","no"
"best.friends@justchildcare.co.uk","good","ok","no","no"
"bestfriendsday@btconnect.com","good","ok","no","no"
"beth@paintpotsnurseries.co.uk","good","ok","no","no"
"bethany.patrick@thecooperativechildcare.coop","risky","catch_all","no","no"
"bettspark@yahoo.co.uk","risky","unknown","yes","no"
"beverley@busybees.com","good","ok","no","no"
"beverley@comfortangelzdaycare.co.uk","risky","catch_all","no","no"
"bevharrison68@btinternet.com","risky","unknown","yes","no"
"bexleyheath@brighthorizons.com","good","ok","no","no"
"bexleyheath@busybees.com","good","ok","no","no"
"bh@kzngroup.co.uk","good","ok","no","no"
"bhamau@hotmail.com","good","ok","yes","no"
"bianca@bloomingimaginations.uk","good","ok","no","no"
"bicester@busybees.com","good","ok","no","yes"
"bickley@brighthorizons.com","good","ok","no","no"
"big.picture@justchildcare.co.uk","good","ok","no","no"
"bigkidslittlekids@live.co.uk","good","ok","yes","no"
"bilston@tiptopdaynursery.co.uk","good","ok","no","no"
"biltonsunbeams@gmail.com","good","ok","yes","no"
"birkbeesdaycare@gmail.com","good","ok","yes","no"
"birkdale@live.co.uk","good","ok","yes","no"
"birmingham.aston@busybees.com","good","ok","no","no"
"birmingham.kingsheath@busybees.com","good","ok","no","no"
"birminghamqe.centredirector@busybees.com","good","ok","no","no"
"birstall.happyfeetdaycare@outlook.com","risky","unknown","yes","no"
"bishop@yellowwellies.co.uk","good","ok","no","no"
"bishopswalthammontessori@gmail.com","good","ok","yes","no"
"bishopthorpe@littlegreenrascals.co.uk","good","ok","no","no"
"bishopton@tosn.co.uk","good","ok","no","no"
"bishybarnabeesmanager@gmail.com","good","ok","yes","no"
"bitteswell.manager@busybees.com","good","ok","no","no"
"bizziebeesdunstable@btconnect.com","good","ok","no","no"
"bizzykidsltd@hotmail.co.uk","good","ok","yes","no"
"bkalsi@kidsincnurseries.co.uk","good","ok","no","no"
"blackbrook@evolution-childcare.co.uk","good","ok","no","no"
"blackheathmontessori@yahoo.co.uk","risky","unknown","yes","no"
"blackpool@kidsplanetdaynurseries.co.uk","good","ok","no","no"
"blackrod@kidsplanetdaynurseries.co.uk","good","ok","no","no"
"blackwellnursery@hotmail.co.uk","good","ok","yes","no"
"blakenhallnursery05@gmail.com","good","ok","yes","no"
"blc@playaway.uk.com","risky","catch_all","no","no"
"blessingsdaycare2018@gmail.com","good","ok","yes","no"
"bletchingdon@willow-cottage.com","risky","catch_all","no","no"
"bloomersnursery@aol.com","good","ok","yes","no"
"bloomingyears@outlook.com","risky","unknown","yes","no"
"blossomchildcare1@gmail.com","good","ok","yes","no"
"blossomgrove@outlook.com","risky","unknown","yes","no"
"blossomsdaynursery@outlook.com","risky","unknown","yes","no"
"bluebelllodge.manager@kidsplanetdaynurseries.co.uk","good","ok","no","no"
"bluebellnursery@live.co.uk","good","ok","yes","no"
"bluebells@justchildcare.co.uk","good","ok","no","no"
"bluebellwoodsdaynursery@gmail.com","good","ok","yes","no"
"blueberrynurseryhove@gmail.com","bad","invalid","yes","no"
"bluebubblespreschool@gmail.com","good","ok","yes","no"
"blueelephantnursery@outlook.com","risky","unknown","yes","no"
"blueirisnursery@gmail.com","good","ok","yes","no"
"blyth.road.bromley@fennies.com","good","ok","no","no"
"bognorhouse@hotmail.co.uk","good","ok","yes","no",""
"bojanglesmorley@gmail.com","good","ok","yes","no"
"bollandnursery@sky.com","risky","catch_all","no","no"
"bollington@nurseryrhymesnursery.co.uk","good","ok","no","no"
"bolton@brighthorizons.com","good","ok","no","no"
"bookme@kidsincharge.co.uk","risky","catch_all","no","no"
"bootfarm@btinternet.com","risky","unknown","yes","no",""
"bopeeps_daynursery@yahoo.co.uk","risky","unknown","yes","no"
"bordenvillagepreschool@gmail.com","good","ok","yes","no"
"borehamwood@milliesdaynursery.co.uk","risky","catch_all","no","no"
"borrowash@whitehousenurseries.co.uk","good","ok","no","no"
"bottesfordbunnies@outlook.com","risky","unknown","yes","no"
"bouncingbears@hotmail.co.uk","good","ok","yes","no"
"bouncybears@btconnect.com","good","ok","no","no"
"bovingdon@oldmacdonaldsdaynursery.co.uk","good","ok","no","no"
"bowdenhousenursery@tiscali.co.uk","good","ok","yes","no"
"bowdonnurseryschool@gmail.com","good","ok","yes","no"
"bowesfield@kids1st.net","good","ok","no","no"
"boxmoor@fpdn.co.uk","good","ok","no","no"
"bracknellnursery@brighthorizons.com","good","ok","no","no"
"bradley@portlandnurseries.co.uk","good","ok","no","no"
"bradleygreennursery@hotmail.co.uk","good","ok","yes","no"
"bradleystoke.centredirector@busybees.com","good","ok","no","no"
"bradleystoke@happydaysnurseries.com","good","ok","no","no"
"bramleywood@completechildcare.co.uk","good","ok","no","no"
"branchesoutofschool@outlook.com","risky","unknown","yes","no"
"bredbury@fledglingsnurseries.com","bad","invalid","no","no"
"brenchley.preschool@gmail.com","good","ok","yes","no"
